country,2026,2030
DK,1.44,
EE,1.17,1.24
GR,1.16,1.35
SI,1.14,1.22
FI,1.13,1.3
PL,1.12,1.24
ES,1.12,
AL,1.11,1.14
DE,1.09,1.2
BE,1.08,1.11
ME,1.07,1.13
XK,1.05,1.07
NL,1.04,1.08
RS,1.04,
RO,1.04,1.07
AT,1.04,1.07
LT,1.03,1.04
PT,1.03,1.05
HR,1.02,1.03
SE,1.01,1.04
IE,1.01,1.01
IT,1.01,1.02
FR,1.01,1.02
MK,1.0,1.01
GB,1.0,1.05
CZ,1.0,1.02
LU,1.0,1.13
LV,1.0,1.0
